p1,p2,ibd1
TGYE3693,AMAN030963,0
TGYE3693,AMAN030964,0.091
TGYE3693,AMAN030965,0
TGYE3693,AMAN030966,0.091
TGYE3693,AMAN030967,0.282
TGYE3693,AMAN030968,0.187
TGYE3693,AMAN030969,0.378
TGYE3693,AMAN030970,0
TGYE3693,AMAN030971,0.187
TGYE3693,AMAN030972,0
TGYE3693,AMAN030973,0
TGYE3693,AMAN030974,0
TGYE3693,AMAN030975,0
TGYE3693,AMAN030976,0.282
TGYE3693,AMAN030977,0.235
TGYE3693,AMAN030978,0
TGYE3693,AMAN030979,0
TGYE3693,AMAN030980,0.043
TGYE3693,AMAN030981,0
TGYE3693,AMAN030982,0
TGYE3693,AMAN030983,0.043
TGYE3693,AMAN030984,0.091
TGYE3693,AMAN030985,0.139
TGYE3693,AMAN030986,0.091
TGYE3693,AMAN030987,0.091
TGYE3693,AMAN030988,0.091
TGYE3693,AMAN030989,0.091
TGYE3693,AMAN030990,0.091
TGYE3693,AMAN030991,0.091
TGYE3693,AMAN030992,0.091
TGYE3693,AMAN030993,0.091
TGYE3693,AMAN030994,0.282
TGYE3693,AMAN030995,0.235
TGYE3693,AMAN030996,0.282
TGYE3693,AMAN030997,0.282
TGYE3693,AMAN030998,0.139
TGYE3693,AMAN030999,0.282
TGYE3693,AMAN031000,0.282
TGYE3693,AMAN031001,0.282
TGYE3693,AMAN031002,0.33
TGYE3693,AMAN031003,0.282
TGYE3693,AMAN031004,0.282
TGYE3693,AMAN031005,0.282
TGYE3693,AMAN031006,0
TGYE3693,AMAN031007,0.282
TGYE3693,AMAN031008,0.282
TGYE3693,AMAN031009,0.282
TGYE3693,AMAN031010,0.282
TGYE3693,AMAN031011,0.282
TGYE3693,AMAN031012,0.235
TGYE3693,AMAN031013,0.282
TGYE3693,AMAN031014,0.282
TGYE3693,AMAN031015,0.282
TGYE3693,AMAN031016,0.282
TGYE3693,AMAN031017,0
TGYE3693,AMAN031018,0.043
TGYE3693,AMAN031019,0
TGYE3693,AMAN031020,0
TGYE3693,Phem1,0
TGYE3693,Phem2,0.474
TGYE3693,Phem3,0.33
TGYE3694,TGYE3695,0.474
TGYE3694,TGYE3696,0.282
TGYE3694,TGYE3697,0.33
TGYE3694,TGYE3698,0.426
TGYE3694,TGYE3699,0.569
TGYE3694,TGYE3700,0.33
TGYE3694,TGYE3701,0
TGYE3694,TGYE3702,0.522
TGYE3694,TGYE3703,0
TGYE3694,TGYE3704,0.091
TGYE3694,TGYE3705,0.33
TGYE3694,TGYE3706,0.33
TGYE3694,TGYE3707,0.378
TGYE3694,TGYE3708,0.474
TGYE3694,TGYE3709,0.665
TGYE3694,TGYE3710,0
TGYE3694,Phem8,0.043
TGYE3694,Phem9,0.33
TGYE3694,Phem10,0
TGYE3694,Phem11,0
TGYE3694,SEBI1501,0.043
TGYE3694,SEBI1502,0.235
TGYE3694,SEBI1503,0.043
TGYE3694,SEBI1504,0
TGYE3694,SEBI1505,0
TGYE3694,SEBI1506,0.522
TGYE3694,SEBI1507,0.474
TGYE3694,SEBI1508,0
TGYE3694,SEBI1509,0
TGYE3694,SEBI1510,0.043
TGYE3694,SEBI1511,0.139
TGYE3694,SEBI1512,0.091
TGYE3694,SEBI1513,0.33
TGYE3694,SEBI1514,0.043
TGYE3694,SEBI1515,0.187
TGYE3694,SEBI1516,0.33
TGYE3694,SEBI1517,0
TGYE3694,SEBI1518,0.282
TGYE3694,SEBI1519,0
TGYE3694,SEBI1520,0.043
TGYE3694,SEBI1521,0.378
TGYE3694,SEBI1522,0.043
TGYE3694,SEBI1523,0.139
TGYE3694,SEBI1524,0.139
TGYE3694,SEBI1525,0.091
TGYE3694,SEBI1526,0.091
TGYE3694,SEBI1527,0
TGYE3694,SEBI1528,0.235
TGYE3694,SEBI1529,0.187
TGYE3694,SEBI1530,0.665
TGYE3694,SEBI1531,0.235
TGYE3694,SEBI1532,0.187
TGYE3694,SEBI1533,0.139
TGYE3694,SEBI1534,0.378
TGYE3694,SEBI1535,0.235
TGYE3694,SEBI1536,0.282
TGYE3694,SEBI1537,0.139
TGYE3694,SEBI1538,0.139
TGYE3694,SEBI1539,0
TGYE3694,SEBI1540,0
TGYE3694,SEBI1541,0.474
TGYE3694,SEBI1542,0.091
TGYE3694,SEBI1543,0.043
TGYE3694,SEBI1544,0.33
TGYE3694,SEBI1545,0.235
TGYE3694,SEBI1546,0
TGYE3694,SEBI1547,0
TGYE3694,SEBI1548,0.187
TGYE3694,SEBI1549,0.235
TGYE3694,SEBI1550,0
TGYE3694,SEBI1551,0
TGYE3694,SEBI1552,0.139
TGYE3694,SEBI1553,0
TGYE3694,SEBI1554,0.522
TGYE3694,SEBI1555,0.282
TGYE3694,SEBI1556,0.187
TGYE3694,SEBI1557,0.139
TGYE3694,SEBI1558,0
TGYE3694,SEBI1559,0
TGYE3694,SEBI1560,0.187
TGYE3694,SEBI1561,0.282
TGYE3694,SEBI1562,0.139
TGYE3694,SEBI1563,0
TGYE3694,SEBI1564,0.235
TGYE3694,SEBI1565,0
TGYE3694,SEBI1566,0.33
TGYE3694,SEBI1567,0
TGYE3694,SEBI1568,0.139
TGYE3694,SEBI1569,0.33
TGYE3694,SEBI1570,0.33
TGYE3694,SEBI1571,0.426
TGYE3694,SEBI1572,0.282
TGYE3694,SEBI1573,0.378
TGYE3694,SEBI1574,0.282
TGYE3694,SEBI1575,0.187
TGYE3694,SEBI1576,0
TGYE3694,SEBI1577,0.235
TGYE3694,SEBI1578,0
TGYE3694,SEBI1579,0.043
TGYE3694,SEBI1580,0.043
TGYE3694,SEBI1581,0.282
TGYE3694,SEBI1582,0.043
TGYE3694,SEBI1583,0.282
TGYE3694,SEBI1584,0.378
TGYE3694,SEBI1585,0
TGYE3694,SEBI1586,0.043
TGYE3694,SEBI1587,0.426
TGYE3694,SEBI1588,0.474
TGYE3694,SEBI1589,0.139
TGYE3694,SEBI1590,0.33
TGYE3694,SEBI1591,0.139
TGYE3694,SEBI1592,0
TGYE3694,Phem4,0.091
TGYE3694,Phem5,0.187
TGYE3694,Phem6,0.282
TGYE3694,Phem7,0.091
TGYE3694,AMAN030929,0.282
TGYE3694,AMAN030930,0
TGYE3694,AMAN030931,0
TGYE3694,AMAN030932,0.665
TGYE3694,AMAN030933,0.043
TGYE3694,AMAN030934,0.235
TGYE3694,AMAN030935,0
TGYE3694,AMAN030936,0.187
TGYE3694,AMAN030937,0.617
TGYE3694,AMAN030938,0.617
TGYE3694,AMAN030939,0.474
TGYE3694,AMAN030940,0.617
TGYE3694,AMAN030941,0.282
TGYE3694,AMAN030942,0.091
TGYE3694,AMAN030943,0.474
TGYE3694,AMAN030944,0.139
TGYE3694,AMAN030945,0.617
TGYE3694,AMAN030946,0.139
TGYE3694,AMAN030947,0.187
TGYE3694,AMAN030948,0
TGYE3694,AMAN030949,0
TGYE3694,AMAN030950,0
TGYE3694,AMAN030951,0
TGYE3694,AMAN030952,0
TGYE3694,AMAN030953,0.187
TGYE3694,AMAN030954,0
TGYE3694,AMAN030955,0
TGYE3694,AMAN030956,0.091
TGYE3694,AMAN030957,0.139
TGYE3694,AMAN030958,0.139
TGYE3694,AMAN030959,0
TGYE3694,AMAN030960,0
TGYE3694,AMAN030961,0.474
TGYE3694,AMAN030962,0
TGYE3694,AMAN030963,0
TGYE3694,AMAN030964,0
TGYE3694,AMAN030965,0
TGYE3694,AMAN030966,0.043
TGYE3694,AMAN030967,0
TGYE3694,AMAN030968,0
TGYE3694,AMAN030969,0.139
TGYE3694,AMAN030970,0
TGYE3694,AMAN030971,0.139
TGYE3694,AMAN030972,0.091
TGYE3694,AMAN030973,0
TGYE3694,AMAN030974,0
TGYE3694,AMAN030975,0
TGYE3694,AMAN030976,0.235
TGYE3694,AMAN030977,0
TGYE3694,AMAN030978,0.043
TGYE3694,AMAN030979,0
TGYE3694,AMAN030980,0
TGYE3694,AMAN030981,0.139
TGYE3694,AMAN030982,0
TGYE3694,AMAN030983,0
TGYE3694,AMAN030984,0
TGYE3694,AMAN030985,0
TGYE3694,AMAN030986,0
TGYE3694,AMAN030987,0
TGYE3694,AMAN030988,0
TGYE3694,AMAN030989,0
TGYE3694,AMAN030990,0
TGYE3694,AMAN030991,0
TGYE3694,AMAN030992,0
TGYE3694,AMAN030993,0
TGYE3694,AMAN030994,0.139
TGYE3694,AMAN030995,0.091
TGYE3694,AMAN030996,0.139
TGYE3694,AMAN030997,0.139
TGYE3694,AMAN030998,0.569
TGYE3694,AMAN030999,0.139
TGYE3694,AMAN031000,0.139
TGYE3694,AMAN031001,0
TGYE3694,AMAN031002,0
TGYE3694,AMAN031003,0
TGYE3694,AMAN031004,0.043
TGYE3694,AMAN031005,0.043
TGYE3694,AMAN031006,0
TGYE3694,AMAN031007,0.043
TGYE3694,AMAN031008,0.043
TGYE3694,AMAN031009,0.043
TGYE3694,AMAN031010,0.043
TGYE3694,AMAN031011,0.043
TGYE3694,AMAN031012,0
TGYE3694,AMAN031013,0.043
TGYE3694,AMAN031014,0.043
TGYE3694,AMAN031015,0.043
TGYE3694,AMAN031016,0.043
TGYE3694,AMAN031017,0.33
TGYE3694,AMAN031018,0.378
TGYE3694,AMAN031019,0
TGYE3694,AMAN031020,0
TGYE3694,Phem1,0
TGYE3694,Phem2,0.426
TGYE3694,Phem3,0.187
TGYE3695,TGYE3696,0.713
TGYE3695,TGYE3697,0.665
TGYE3695,TGYE3698,0.761
TGYE3695,TGYE3699,0.713
TGYE3695,TGYE3700,0.282
TGYE3695,TGYE3701,0.282
TGYE3695,TGYE3702,0.378
TGYE3695,TGYE3703,0
TGYE3695,TGYE3704,0.426
TGYE3695,TGYE3705,0.378
TGYE3695,TGYE3706,0.378
TGYE3695,TGYE3707,0.426
TGYE3695,TGYE3708,0.426
TGYE3695,TGYE3709,0.809
TGYE3695,TGYE3710,0
TGYE3695,Phem8,0.091
TGYE3695,Phem9,0.378
TGYE3695,Phem10,0.33
TGYE3695,Phem11,0.33
TGYE3695,SEBI1501,0.282
TGYE3695,SEBI1502,0.378
TGYE3695,SEBI1503,0.187
TGYE3695,SEBI1504,0.187
TGYE3695,SEBI1505,0
TGYE3695,SEBI1506,0.378
TGYE3695,SEBI1507,0.426
TGYE3695,SEBI1508,0.235
TGYE3695,SEBI1509,0.33
TGYE3695,SEBI1510,0.282
TGYE3695,SEBI1511,0.091
TGYE3695,SEBI1512,0.426
TGYE3695,SEBI1513,0.378
TGYE3695,SEBI1514,0.378
TGYE3695,SEBI1515,0.33
TGYE3695,SEBI1516,0.378
TGYE3695,SEBI1517,0
TGYE3695,SEBI1518,0.426
TGYE3695,SEBI1519,0
TGYE3695,SEBI1520,0.378
TGYE3695,SEBI1521,0.426
TGYE3695,SEBI1522,0
TGYE3695,SEBI1523,0.091
TGYE3695,SEBI1524,0.282
TGYE3695,SEBI1525,0.139
TGYE3695,SEBI1526,0.139
TGYE3695,SEBI1527,0.091
TGYE3695,SEBI1528,0
TGYE3695,SEBI1529,0.235
TGYE3695,SEBI1530,0.426
TGYE3695,SEBI1531,0.474
TGYE3695,SEBI1532,0.426
TGYE3695,SEBI1533,0.474
TGYE3695,SEBI1534,0.139
TGYE3695,SEBI1535,0.474
TGYE3695,SEBI1536,0.235
TGYE3695,SEBI1537,0.282
TGYE3695,SEBI1538,0.474
TGYE3695,SEBI1539,0.091
TGYE3695,SEBI1540,0.139
TGYE3695,SEBI1541,0.426
TGYE3695,SEBI1542,0.139
TGYE3695,SEBI1543,0.282
TGYE3695,SEBI1544,0.569
TGYE3695,SEBI1545,0.474
TGYE3695,SEBI1546,0.33
TGYE3695,SEBI1547,0.043
TGYE3695,SEBI1548,0.426
TGYE3695,SEBI1549,0.474
TGYE3695,SEBI1550,0.235
TGYE3695,SEBI1551,0.235
TGYE3695,SEBI1552,0.282
TGYE3695,SEBI1553,0.235
TGYE3695,SEBI1554,0.378
TGYE3695,SEBI1555,0.617
TGYE3695,SEBI1556,0.33
TGYE3695,SEBI1557,0.378
TGYE3695,SEBI1558,0.187
TGYE3695,SEBI1559,0.139
TGYE3695,SEBI1560,0.426
TGYE3695,SEBI1561,0.33
TGYE3695,SEBI1562,0
TGYE3695,SEBI1563,0
TGYE3695,SEBI1564,0.378
TGYE3695,SEBI1565,0.33
TGYE3695,SEBI1566,0.378
TGYE3695,SEBI1567,0
TGYE3695,SEBI1568,0.378
TGYE3695,SEBI1569,0.282
TGYE3695,SEBI1570,0.091
TGYE3695,SEBI1571,0.282
TGYE3695,SEBI1572,0.33
TGYE3695,SEBI1573,0.235
TGYE3695,SEBI1574,0.522
TGYE3695,SEBI1575,0.426
TGYE3695,SEBI1576,0.043
TGYE3695,SEBI1577,0.378
TGYE3695,SEBI1578,0.091
TGYE3695,SEBI1579,0.282
TGYE3695,SEBI1580,0.091
TGYE3695,SEBI1581,0.33
TGYE3695,SEBI1582,0.378
TGYE3695,SEBI1583,0.426
TGYE3695,SEBI1584,0.33
TGYE3695,SEBI1585,0.139
TGYE3695,SEBI1586,0.378
TGYE3695,SEBI1587,0.474
TGYE3695,SEBI1588,0.139
TGYE3695,SEBI1589,0.474
TGYE3695,SEBI1590,0.378
TGYE3695,SEBI1591,0.091
TGYE3695,SEBI1592,0.187
TGYE3695,Phem4,0.426
TGYE3695,Phem5,0.522
TGYE3695,Phem6,0.235
TGYE3695,Phem7,0.426
TGYE3695,AMAN030929,0.33
TGYE3695,AMAN030930,0
TGYE3695,AMAN030931,0.043
TGYE3695,AMAN030932,0.522
TGYE3695,AMAN030933,0.187
TGYE3695,AMAN030934,0.282
TGYE3695,AMAN030935,0
TGYE3695,AMAN030936,0.617
TGYE3695,AMAN030937,0.761
TGYE3695,AMAN030938,0.282
TGYE3695,AMAN030939,0.235
TGYE3695,AMAN030940,0.282
TGYE3695,AMAN030941,0
TGYE3695,AMAN030942,0
TGYE3695,AMAN030943,0.426
TGYE3695,AMAN030944,0.378
TGYE3695,AMAN030945,0.378
TGYE3695,AMAN030946,0.378
TGYE3695,AMAN030947,0.33
TGYE3695,AMAN030948,0
TGYE3695,AMAN030949,0
TGYE3695,AMAN030950,0.043
TGYE3695,AMAN030951,0
TGYE3695,AMAN030952,0
TGYE3695,AMAN030953,0.33
TGYE3695,AMAN030954,0
TGYE3695,AMAN030955,0
TGYE3695,AMAN030956,0.33
TGYE3695,AMAN030957,0.282
TGYE3695,AMAN030958,0.282
TGYE3695,AMAN030959,0
TGYE3695,AMAN030960,0
TGYE3695,AMAN030961,0.426
TGYE3695,AMAN030962,0
TGYE3695,AMAN030963,0
TGYE3695,AMAN030964,0
TGYE3695,AMAN030965,0
TGYE3695,AMAN030966,0.091
TGYE3695,AMAN030967,0.187
TGYE3695,AMAN030968,0.091
TGYE3695,AMAN030969,0.282
TGYE3695,AMAN030970,0
TGYE3695,AMAN030971,0.187
TGYE3695,AMAN030972,0
TGYE3695,AMAN030973,0
TGYE3695,AMAN030974,0
TGYE3695,AMAN030975,0
TGYE3695,AMAN030976,0.187
TGYE3695,AMAN030977,0.235
TGYE3695,AMAN030978,0
TGYE3695,AMAN030979,0
TGYE3695,AMAN030980,0
TGYE3695,AMAN030981,0
TGYE3695,AMAN030982,0
TGYE3695,AMAN030983,0.043
TGYE3695,AMAN030984,0.091
TGYE3695,AMAN030985,0.139
TGYE3695,AMAN030986,0.091
TGYE3695,AMAN030987,0.091
TGYE3695,AMAN030988,0.091
TGYE3695,AMAN030989,0.091
TGYE3695,AMAN030990,0.091
TGYE3695,AMAN030991,0.091
TGYE3695,AMAN030992,0.091
TGYE3695,AMAN030993,0.091
TGYE3695,AMAN030994,0.282
TGYE3695,AMAN030995,0.235
TGYE3695,AMAN030996,0.282
TGYE3695,AMAN030997,0.282
TGYE3695,AMAN030998,0.235
TGYE3695,AMAN030999,0.282
TGYE3695,AMAN031000,0.282
TGYE3695,AMAN031001,0.187
TGYE3695,AMAN031002,0.235
TGYE3695,AMAN031003,0.187
TGYE3695,AMAN031004,0.187
TGYE3695,AMAN031005,0.187
TGYE3695,AMAN031006,0
TGYE3695,AMAN031007,0.187
TGYE3695,AMAN031008,0.187
TGYE3695,AMAN031009,0.187
TGYE3695,AMAN031010,0.187
TGYE3695,AMAN031011,0.187
TGYE3695,AMAN031012,0.139
TGYE3695,AMAN031013,0.187
TGYE3695,AMAN031014,0.187
TGYE3695,AMAN031015,0.187
TGYE3695,AMAN031016,0.187
TGYE3695,AMAN031017,0
TGYE3695,AMAN031018,0.043
TGYE3695,AMAN031019,0
TGYE3695,AMAN031020,0
TGYE3695,Phem1,0
TGYE3695,Phem2,0.474
TGYE3695,Phem3,0.426
TGYE3696,TGYE3697,0.761
TGYE3696,TGYE3698,0.665
TGYE3696,TGYE3699,0.522
TGYE3696,TGYE3700,0
TGYE3696,TGYE3701,0.474
TGYE3696,TGYE3702,0.282
TGYE3696,TGYE3703,0
TGYE3696,TGYE3704,0.33
TGYE3696,TGYE3705,0.378
TGYE3696,TGYE3706,0.378
TGYE3696,TGYE3707,0.33
TGYE3696,TGYE3708,0.33
TGYE3696,TGYE3709,0.522
TGYE3696,TGYE3710,0
TGYE3696,Phem8,0.187
TGYE3696,Phem9,0.569
TGYE3696,Phem10,0.426
TGYE3696,Phem11,0.235
TGYE3696,SEBI1501,0.474
TGYE3696,SEBI1502,0.569
TGYE3696,SEBI1503,0.378
TGYE3696,SEBI1504,0.378
TGYE3696,SEBI1505,0
TGYE3696,SEBI1506,0.187
TGYE3696,SEBI1507,0.33
TGYE3696,SEBI1508,0.33
TGYE3696,SEBI1509,0.426
TGYE3696,SEBI1510,0.474
TGYE3696,SEBI1511,0.187
TGYE3696,SEBI1512,0.713
TGYE3696,SEBI1513,0.282
TGYE3696,SEBI1514,0.282
TGYE3696,SEBI1515,0.33
TGYE3696,SEBI1516,0.569
TGYE3696,SEBI1517,0
TGYE3696,SEBI1518,0.426
TGYE3696,SEBI1519,0
TGYE3696,SEBI1520,0.474
TGYE3696,SEBI1521,0.617
TGYE3696,SEBI1522,0
TGYE3696,SEBI1523,0.187
TGYE3696,SEBI1524,0.474
TGYE3696,SEBI1525,0.33
TGYE3696,SEBI1526,0.33
TGYE3696,SEBI1527,0.282
TGYE3696,SEBI1528,0
TGYE3696,SEBI1529,0.426
TGYE3696,SEBI1530,0.33
TGYE3696,SEBI1531,0.569
TGYE3696,SEBI1532,0.617
TGYE3696,SEBI1533,0.569
TGYE3696,SEBI1534,0.33
TGYE3696,SEBI1535,0.569
TGYE3696,SEBI1536,0.139
TGYE3696,SEBI1537,0.378
TGYE3696,SEBI1538,0.569
TGYE3696,SEBI1539,0.282
TGYE3696,SEBI1540,0.235
TGYE3696,SEBI1541,0.617
TGYE3696,SEBI1542,0.33
TGYE3696,SEBI1543,0.474
TGYE3696,SEBI1544,0.761
TGYE3696,SEBI1545,0.665
TGYE3696,SEBI1546,0.426
TGYE3696,SEBI1547,0.139
TGYE3696,SEBI1548,0.617
TGYE3696,SEBI1549,0.665
TGYE3696,SEBI1550,0.426
TGYE3696,SEBI1551,0.426
TGYE3696,SEBI1552,0.474
TGYE3696,SEBI1553,0.426
TGYE3696,SEBI1554,0.091
TGYE3696,SEBI1555,0.522
TGYE3696,SEBI1556,0.043
TGYE3696,SEBI1557,0.474
TGYE3696,SEBI1558,0.187
TGYE3696,SEBI1559,0.33
TGYE3696,SEBI1560,0.522
TGYE3696,SEBI1561,0.33
TGYE3696,SEBI1562,0
TGYE3696,SEBI1563,0
TGYE3696,SEBI1564,0.665
TGYE3696,SEBI1565,0.426
TGYE3696,SEBI1566,0.474
TGYE3696,SEBI1567,0
TGYE3696,SEBI1568,0.474
TGYE3696,SEBI1569,0.187
TGYE3696,SEBI1570,0
TGYE3696,SEBI1571,0.187
TGYE3696,SEBI1572,0.522
TGYE3696,SEBI1573,0.043
TGYE3696,SEBI1574,0.617
TGYE3696,SEBI1575,0.617
TGYE3696,SEBI1576,0
TGYE3696,SEBI1577,0.569
TGYE3696,SEBI1578,0
TGYE3696,SEBI1579,0.474
TGYE3696,SEBI1580,0.187
TGYE3696,SEBI1581,0.522
TGYE3696,SEBI1582,0.569
TGYE3696,SEBI1583,0.522
TGYE3696,SEBI1584,0.426
TGYE3696,SEBI1585,0.235
TGYE3696,SEBI1586,0.282
TGYE3696,SEBI1587,0.665
TGYE3696,SEBI1588,0
TGYE3696,SEBI1589,0.569
TGYE3696,SEBI1590,0.569
TGYE3696,SEBI1591,0.282
TGYE3696,SEBI1592,0.378
TGYE3696,Phem4,0.617
TGYE3696,Phem5,0.33
TGYE3696,Phem6,0.043
TGYE3696,Phem7,0.713
TGYE3696,AMAN030929,0.235
TGYE3696,AMAN030930,0
TGYE3696,AMAN030931,0
TGYE3696,AMAN030932,0.33
TGYE3696,AMAN030933,0.378
TGYE3696,AMAN030934,0.187
TGYE3696,AMAN030935,0
TGYE3696,AMAN030936,0.809
TGYE3696,AMAN030937,0.665
TGYE3696,AMAN030938,0
TGYE3696,AMAN030939,0.139
TGYE3696,AMAN030940,0.091
TGYE3696,AMAN030941,0
TGYE3696,AMAN030942,0
TGYE3696,AMAN030943,0.235
TGYE3696,AMAN030944,0.474
TGYE3696,AMAN030945,0.187
TGYE3696,AMAN030946,0.474
TGYE3696,AMAN030947,0.426
TGYE3696,AMAN030948,0.091
TGYE3696,AMAN030949,0.091
TGYE3696,AMAN030950,0.139
TGYE3696,AMAN030951,0.091
TGYE3696,AMAN030952,0.091
TGYE3696,AMAN030953,0.139
TGYE3696,AMAN030954,0
TGYE3696,AMAN030955,0
TGYE3696,AMAN030956,0.426
TGYE3696,AMAN030957,0.474
TGYE3696,AMAN030958,0.474
TGYE3696,AMAN030959,0
TGYE3696,AMAN030960,0
TGYE3696,AMAN030961,0.235
TGYE3696,AMAN030962,0
TGYE3696,AMAN030963,0
TGYE3696,AMAN030964,0.091
TGYE3696,AMAN030965,0
TGYE3696,AMAN030966,0
TGYE3696,AMAN030967,0.282
TGYE3696,AMAN030968,0.187
TGYE3696,AMAN030969,0.378
TGYE3696,AMAN030970,0
TGYE3696,AMAN030971,0
TGYE3696,AMAN030972,0
TGYE3696,AMAN030973,0
TGYE3696,AMAN030974,0
TGYE3696,AMAN030975,0
TGYE3696,AMAN030976,0
TGYE3696,AMAN030977,0.139
TGYE3696,AMAN030978,0
TGYE3696,AMAN030979,0
TGYE3696,AMAN030980,0.043
TGYE3696,AMAN030981,0
TGYE3696,AMAN030982,0
TGYE3696,AMAN030983,0
TGYE3696,AMAN030984,0
TGYE3696,AMAN030985,0.043
TGYE3696,AMAN030986,0
TGYE3696,AMAN030987,0
TGYE3696,AMAN030988,0
TGYE3696,AMAN030989,0
TGYE3696,AMAN030990,0
TGYE3696,AMAN030991,0
TGYE3696,AMAN030992,0
TGYE3696,AMAN030993,0
TGYE3696,AMAN030994,0.187
TGYE3696,AMAN030995,0.139
TGYE3696,AMAN030996,0.187
TGYE3696,AMAN030997,0.187
TGYE3696,AMAN030998,0
TGYE3696,AMAN030999,0.187
TGYE3696,AMAN031000,0.187
TGYE3696,AMAN031001,0.282
TGYE3696,AMAN031002,0.33
TGYE3696,AMAN031003,0.282
TGYE3696,AMAN031004,0.282
TGYE3696,AMAN031005,0.282
TGYE3696,AMAN031006,0
TGYE3696,AMAN031007,0.282
TGYE3696,AMAN031008,0.282
TGYE3696,AMAN031009,0.282
TGYE3696,AMAN031010,0.282
TGYE3696,AMAN031011,0.282
TGYE3696,AMAN031012,0.235
TGYE3696,AMAN031013,0.282
TGYE3696,AMAN031014,0.282
TGYE3696,AMAN031015,0.282
TGYE3696,AMAN031016,0.282
TGYE3696,AMAN031017,0
TGYE3696,AMAN031018,0
TGYE3696,AMAN031019,0.043
TGYE3696,AMAN031020,0.091
TGYE3696,Phem1,0
TGYE3696,Phem2,0.569
TGYE3696,Phem3,0.522
TGYE3697,TGYE3698,0.809
TGYE3697,TGYE3699,0.378
TGYE3697,TGYE3700,0
TGYE3697,TGYE3701,0.522
TGYE3697,TGYE3702,0.426
TGYE3697,TGYE3703,0
TGYE3697,TGYE3704,0.474
TGYE3697,TGYE3705,0.139
TGYE3697,TGYE3706,0.139
TGYE3697,TGYE3707,0.187
TGYE3697,TGYE3708,0.282
TGYE3697,TGYE3709,0.569
TGYE3697,TGYE3710,0
TGYE3697,Phem8,0.235
TGYE3697,Phem9,0.426
TGYE3697,Phem10,0.474
TGYE3697,Phem11,0.091
TGYE3697,SEBI1501,0.522
TGYE3697,SEBI1502,0.617
TGYE3697,SEBI1503,0.522
TGYE3697,SEBI1504,0.426
TGYE3697,SEBI1505,0
TGYE3697,SEBI1506,0.235
TGYE3697,SEBI1507,0.282
TGYE3697,SEBI1508,0.474
TGYE3697,SEBI1509,0.282
TGYE3697,SEBI1510,0.522
TGYE3697,SEBI1511,0.139
TGYE3697,SEBI1512,0.474
TGYE3697,SEBI1513,0.33
TGYE3697,SEBI1514,0.139
TGYE3697,SEBI1515,0.474
TGYE3697,SEBI1516,0.522
TGYE3697,SEBI1517,0
TGYE3697,SEBI1518,0.378
TGYE3697,SEBI1519,0
TGYE3697,SEBI1520,0.426
TGYE3697,SEBI1521,0.569
TGYE3697,SEBI1522,0
TGYE3697,SEBI1523,0.235
TGYE3697,SEBI1524,0.33
TGYE3697,SEBI1525,0.474
TGYE3697,SEBI1526,0.282
TGYE3697,SEBI1527,0.426
TGYE3697,SEBI1528,0
TGYE3697,SEBI1529,0.474
TGYE3697,SEBI1530,0.282
TGYE3697,SEBI1531,0.809
TGYE3697,SEBI1532,0.761
TGYE3697,SEBI1533,0.522
TGYE3697,SEBI1534,0.282
TGYE3697,SEBI1535,0.617
TGYE3697,SEBI1536,0.091
TGYE3697,SEBI1537,0.33
TGYE3697,SEBI1538,0.713
TGYE3697,SEBI1539,0.33
TGYE3697,SEBI1540,0.187
TGYE3697,SEBI1541,0.569
TGYE3697,SEBI1542,0.474
TGYE3697,SEBI1543,0.426
TGYE3697,SEBI1544,0.713
TGYE3697,SEBI1545,0.809
TGYE3697,SEBI1546,0.282
TGYE3697,SEBI1547,0.282
TGYE3697,SEBI1548,0.569
TGYE3697,SEBI1549,0.617
TGYE3697,SEBI1550,0.569
TGYE3697,SEBI1551,0.282
TGYE3697,SEBI1552,0.617
TGYE3697,SEBI1553,0.378
TGYE3697,SEBI1554,0.139
TGYE3697,SEBI1555,0.378
TGYE3697,SEBI1556,0
TGYE3697,SEBI1557,0.33
TGYE3697,SEBI1558,0.139
TGYE3697,SEBI1559,0.474
TGYE3697,SEBI1560,0.378
TGYE3697,SEBI1561,0.282
TGYE3697,SEBI1562,0
TGYE3697,SEBI1563,0
TGYE3697,SEBI1564,0.426
TGYE3697,SEBI1565,0.282
TGYE3697,SEBI1566,0.426
TGYE3697,SEBI1567,0
TGYE3697,SEBI1568,0.33
TGYE3697,SEBI1569,0.139
TGYE3697,SEBI1570,0
TGYE3697,SEBI1571,0.139
TGYE3697,SEBI1572,0.474
TGYE3697,SEBI1573,0
TGYE3697,SEBI1574,0.569
TGYE3697,SEBI1575,0.569
TGYE3697,SEBI1576,0
TGYE3697,SEBI1577,0.522
TGYE3697,SEBI1578,0
TGYE3697,SEBI1579,0.426
TGYE3697,SEBI1580,0.426
TGYE3697,SEBI1581,0.474
TGYE3697,SEBI1582,0.426
TGYE3697,SEBI1583,0.378
TGYE3697,SEBI1584,0.474
TGYE3697,SEBI1585,0.378
TGYE3697,SEBI1586,0.33
TGYE3697,SEBI1587,0.617
TGYE3697,SEBI1588,0
TGYE3697,SEBI1589,0.713
TGYE3697,SEBI1590,0.522
TGYE3697,SEBI1591,0.235
TGYE3697,SEBI1592,0.426
TGYE3697,Phem4,0.474
TGYE3697,Phem5,0.282
TGYE3697,Phem6,0.091
TGYE3697,Phem7,0.474
