"p1","p2","ibd1"
"SEBI1517","AMAN031014",0
"SEBI1517","AMAN031013",0
"SEBI1517","AMAN031012",0
"SEBI1517","AMAN031011",0
"SEBI1517","AMAN031010",0
"SEBI1517","AMAN031009",0
"SEBI1517","AMAN031008",0
"SEBI1517","AMAN031007",0
"SEBI1517","AMAN031006",1
"SEBI1517","AMAN031005",0
"SEBI1517","AMAN031004",0
"SEBI1517","AMAN031003",0
"SEBI1517","AMAN031002",0
"SEBI1517","AMAN031001",0
"SEBI1517","AMAN031000",0
"SEBI1517","AMAN030999",0
"SEBI1517","AMAN030998",0
"SEBI1517","AMAN030997",0
"SEBI1517","AMAN030996",0
"SEBI1517","AMAN030995",0
"SEBI1517","AMAN030994",0
"SEBI1517","AMAN030993",0
"SEBI1517","AMAN030992",0
"SEBI1517","AMAN030991",0
"SEBI1517","AMAN030990",0
"SEBI1517","AMAN030989",0
"SEBI1517","AMAN030988",0
"SEBI1517","AMAN030987",0
"SEBI1517","AMAN030986",0
"SEBI1517","AMAN030985",0
"SEBI1517","AMAN030984",0
"SEBI1517","AMAN030983",0
"SEBI1517","AMAN030982",1
"SEBI1517","AMAN030981",0
"SEBI1517","AMAN030980",0
"SEBI1517","AMAN030979",0
"SEBI1517","AMAN030978",0
"SEBI1517","AMAN030977",0
"SEBI1517","AMAN030976",0
"SEBI1517","AMAN030975",0
"SEBI1517","AMAN030974",0
"SEBI1517","AMAN030973",0
"SEBI1517","AMAN030972",0
"SEBI1517","AMAN030971",0
"SEBI1517","AMAN030970",0
"SEBI1517","AMAN030969",0
"SEBI1517","AMAN030968",0
"SEBI1517","AMAN030967",0
"SEBI1517","AMAN030966",0
"SEBI1517","AMAN030965",0.858
"SEBI1517","AMAN030964",0
"SEBI1517","AMAN030963",1
"SEBI1517","AMAN030962",1
"SEBI1517","AMAN030961",0
"SEBI1517","AMAN030960",0
"SEBI1517","AMAN030959",0.052
"SEBI1517","AMAN030958",0
"SEBI1517","AMAN030957",0
"SEBI1517","AMAN030956",0
"SEBI1517","AMAN030955",1
"SEBI1517","AMAN030954",1
"SEBI1517","AMAN030953",0
"SEBI1517","AMAN030952",0
"SEBI1517","AMAN030951",0
"SEBI1517","AMAN030950",0
"SEBI1517","AMAN030949",0
"SEBI1517","AMAN030948",0
"SEBI1517","AMAN030947",0
"SEBI1517","AMAN030946",0
"SEBI1517","AMAN030945",0
"SEBI1517","AMAN030944",0
"SEBI1517","AMAN030943",0
"SEBI1517","AMAN030942",0
"SEBI1517","AMAN030941",0
"SEBI1517","AMAN030940",0
"SEBI1517","AMAN030939",0
"SEBI1517","AMAN030938",0
"SEBI1517","AMAN030937",0
"SEBI1517","AMAN030936",0
"SEBI1517","AMAN030935",0
"SEBI1517","AMAN030934",0
"SEBI1517","AMAN030933",0
"SEBI1517","AMAN030932",0
"SEBI1517","AMAN030931",0
"SEBI1517","AMAN030930",1
"SEBI1517","AMAN030929",0
"SEBI1517","AFWO3444",0
"SEBI1517","AFWO3443",0
"SEBI1517","AFWO3442",0
"SEBI1517","AFWO3441",0
"SEBI1517","AFWO3440",0
"SEBI1517","AFWO3439",0
"SEBI1517","AFWO3438",0
"SEBI1517","AFWO3437",0.004
"SEBI1517","AFWO3436",0
"SEBI1517","AFWO3435",0
"SEBI1517","AFWO3434",0
"SEBI1517","AFWO3433",0
"SEBI1517","AFWO3432",0
"SEBI1517","AFWO3431",0
"SEBI1517","AFWO3430",0
"SEBI1517","AFWO3429",0
"SEBI1517","AFWO3428",0
"SEBI1517","AFWO3427",0
"SEBI1517","AFWO3426",0
"SEBI1517","AFWO3425",0
"SEBI1517","AFWO3424",0
"SEBI1517","AFWO3423",0
"SEBI1517","AFWO3422",0
"SEBI1516","SEBI1515",0.478
"SEBI1516","SEBI1514",0.241
"SEBI1516","SEBI1513",0.431
"SEBI1516","SEBI1512",0.573
"SEBI1516","SEBI1511",0.526
"SEBI1516","SEBI1510",0.431
"SEBI1516","SEBI1509",0.384
"SEBI1516","SEBI1508",0.289
"SEBI1516","SEBI1507",0.668
"SEBI1516","SEBI1506",0.431
"SEBI1516","SEBI1505",0
"SEBI1516","SEBI1504",0.336
"SEBI1516","SEBI1503",0.526
"SEBI1516","SEBI1502",0.81
"SEBI1516","SEBI1501",0.431
"SEBI1516","GAAB2312",0.194
"SEBI1516","GAAB2311",0
"SEBI1516","GAAB2310",0
"SEBI1516","GAAB2309",0.194
"SEBI1516","GAAB2308",0.099
"SEBI1516","GAAB2307",0.194
"SEBI1516","GAAB2306",0
"SEBI1516","GAAB2305",0.384
"SEBI1516","GAAB2304",0
"SEBI1516","GAAB2303",0
"SEBI1516","GAAB2302",0
"SEBI1516","GAAB2301",0.336
"SEBI1516","DILE6100",0
"SEBI1516","DILE6099",0.052
"SEBI1516","DILE6098",0.004
"SEBI1516","DILE6097",0.289
"SEBI1516","DILE6096",0
"SEBI1516","DILE6095",0.621
"SEBI1516","DILE6094",0.478
"SEBI1516","DILE6093",0.052
"SEBI1516","DILE6092",0.194
"SEBI1516","DILE6091",0.431
"SEBI1516","DILE6090",0.004
"SEBI1516","DILE6089",0
"SEBI1516","DILE6088",0
"SEBI1516","DILE6087",0.478
"SEBI1516","DILE6086",0.336
"SEBI1516","DILE6085",0.099
"SEBI1516","DILE6084",0.621
"SEBI1516","DILE6083",0.573
"SEBI1516","DILE6082",0.478
"SEBI1516","DILE6081",0.478
"SEBI1516","DILE6080",0
"SEBI1516","DILE6079",0
"SEBI1516","DILE6078",0.573
"SEBI1516","DILE6076",0.81
"SEBI1516","DILE6074",0.004
"SEBI1516","DILE6073",0
"SEBI1516","DILE6072",0.384
"SEBI1516","DILE6071",0.384
"SEBI1516","AMWO031587",0.052
"SEBI1516","AMWO031586",0.147
"SEBI1516","AMWO031585",0.099
"SEBI1516","AMWO031584",0
"SEBI1516","AMWO031583",0
"SEBI1516","AMWO031582",0
"SEBI1516","AMJI031344",0
"SEBI1516","AMJI031343",0.147
"SEBI1516","AMJI031342",0.336
"SEBI1516","AMJI031341",0.147
"SEBI1516","AMJI031340",0.431
"SEBI1516","AMJI031339",0.241
"SEBI1516","AMJI031338",0.099
"SEBI1516","AMJI031337",0.431
"SEBI1516","AMJI031336",0.194
"SEBI1516","AMJI031335",0.716
"SEBI1516","AMJI031334",0.336
"SEBI1516","AMHA4857",0.241
"SEBI1516","AMHA4856",0
"SEBI1516","AMHA4855",0
"SEBI1516","AMHA4854",0.384
"SEBI1516","AMHA4853",0.099
"SEBI1516","AMHA485",0.289
"SEBI1516","AMHA1708",0.147
"SEBI1516","AMHA1707",0.004
"SEBI1516","AMHA1706",0.004
"SEBI1516","AMHA1705",0
"SEBI1516","AMHA1704",0.147
"SEBI1516","AMHA1703",0
"SEBI1516","AMHA1702",0.194
"SEBI1516","AMHA1701",0
"SEBI1516","AMAN031020",0.147
"SEBI1516","AMAN031019",0.099
"SEBI1516","AMAN031018",0.004
"SEBI1516","AMAN031017",0.052
"SEBI1516","AMAN031016",0.241
"SEBI1516","AMAN031015",0.241
"SEBI1516","AMAN031014",0.241
"SEBI1516","AMAN031013",0.241
"SEBI1516","AMAN031012",0.194
"SEBI1516","AMAN031011",0.241
"SEBI1516","AMAN031010",0.241
"SEBI1516","AMAN031009",0.241
"SEBI1516","AMAN031008",0.241
"SEBI1516","AMAN031007",0.241
"SEBI1516","AMAN031006",0
"SEBI1516","AMAN031005",0.241
"SEBI1516","AMAN031004",0.241
"SEBI1516","AMAN031003",0.052
"SEBI1516","AMAN031002",0.099
"SEBI1516","AMAN031001",0.052
"SEBI1516","AMAN031000",0.052
"SEBI1516","AMAN030999",0.052
"SEBI1516","AMAN030998",0.004
"SEBI1516","AMAN030997",0.052
"SEBI1516","AMAN030996",0.052
"SEBI1516","AMAN030995",0.004
"SEBI1516","AMAN030994",0.052
"SEBI1516","AMAN030993",0.052
"SEBI1516","AMAN030992",0.052
"SEBI1516","AMAN030991",0.052
"SEBI1516","AMAN030990",0.052
"SEBI1516","AMAN030989",0.052
"SEBI1516","AMAN030988",0.052
"SEBI1516","AMAN030987",0.052
"SEBI1516","AMAN030986",0.052
"SEBI1516","AMAN030985",0.004
"SEBI1516","AMAN030984",0.052
"SEBI1516","AMAN030983",0.004
"SEBI1516","AMAN030982",0
"SEBI1516","AMAN030981",0
"SEBI1516","AMAN030980",0.099
"SEBI1516","AMAN030979",0
"SEBI1516","AMAN030978",0.052
"SEBI1516","AMAN030977",0.099
"SEBI1516","AMAN030976",0
"SEBI1516","AMAN030975",0.052
"SEBI1516","AMAN030974",0.052
"SEBI1516","AMAN030973",0.052
"SEBI1516","AMAN030972",0.099
"SEBI1516","AMAN030971",0.052
"SEBI1516","AMAN030970",0
"SEBI1516","AMAN030969",0.241
"SEBI1516","AMAN030968",0.052
"SEBI1516","AMAN030967",0.052
"SEBI1516","AMAN030966",0
"SEBI1516","AMAN030965",0
"SEBI1516","AMAN030964",0
"SEBI1516","AMAN030963",0
"SEBI1516","AMAN030962",0
"SEBI1516","AMAN030961",0.289
"SEBI1516","AMAN030960",0
"SEBI1516","AMAN030959",0
"SEBI1516","AMAN030958",0.241
"SEBI1516","AMAN030957",0.241
"SEBI1516","AMAN030956",0.194
"SEBI1516","AMAN030955",0
"SEBI1516","AMAN030954",0
"SEBI1516","AMAN030953",0.099
"SEBI1516","AMAN030952",0.052
"SEBI1516","AMAN030951",0.052
"SEBI1516","AMAN030950",0.099
"SEBI1516","AMAN030949",0.052
"SEBI1516","AMAN030948",0.052
"SEBI1516","AMAN030947",0.478
"SEBI1516","AMAN030946",0.526
"SEBI1516","AMAN030945",0.241
"SEBI1516","AMAN030944",0.526
"SEBI1516","AMAN030943",0.289
"SEBI1516","AMAN030942",0
"SEBI1516","AMAN030941",0
"SEBI1516","AMAN030940",0.147
"SEBI1516","AMAN030939",0.004
"SEBI1516","AMAN030938",0.147
"SEBI1516","AMAN030937",0.526
"SEBI1516","AMAN030936",0.478
"SEBI1516","AMAN030935",0
"SEBI1516","AMAN030934",0.241
"SEBI1516","AMAN030933",0.336
"SEBI1516","AMAN030932",0.478
"SEBI1516","AMAN030931",0
"SEBI1516","AMAN030930",0
"SEBI1516","AMAN030929",0.289
"SEBI1516","AFWO3444",0.194
"SEBI1516","AFWO3443",0.241
"SEBI1516","AFWO3442",0.241
"SEBI1516","AFWO3441",0.241
"SEBI1516","AFWO3440",0.194
"SEBI1516","AFWO3439",0.241
"SEBI1516","AFWO3438",0.004
"SEBI1516","AFWO3437",0
"SEBI1516","AFWO3436",0.241
"SEBI1516","AFWO3435",0.384
"SEBI1516","AFWO3434",0.194
"SEBI1516","AFWO3433",0.147
"SEBI1516","AFWO3432",0.194
"SEBI1516","AFWO3431",0.336
"SEBI1516","AFWO3430",0.194
"SEBI1516","AFWO3429",0.147
"SEBI1516","AFWO3428",0.099
"SEBI1516","AFWO3427",0.147
"SEBI1516","AFWO3426",0.241
"SEBI1516","AFWO3425",0.147
"SEBI1516","AFWO3424",0.384
"SEBI1516","AFWO3423",0.336
"SEBI1516","AFWO3422",0.289
"SEBI1515","SEBI1514",0.099
"SEBI1515","SEBI1513",0.668
"SEBI1515","SEBI1512",0.431
"SEBI1515","SEBI1511",0.384
"SEBI1515","SEBI1510",0.573
"SEBI1515","SEBI1509",0.431
"SEBI1515","SEBI1508",0.431
"SEBI1515","SEBI1507",0.336
"SEBI1515","SEBI1506",0.289
"SEBI1515","SEBI1505",0
"SEBI1515","SEBI1504",0.384
"SEBI1515","SEBI1503",0.478
"SEBI1515","SEBI1502",0.668
"SEBI1515","SEBI1501",0.573
"SEBI1515","GAAB2312",0.052
"SEBI1515","GAAB2311",0.194
"SEBI1515","GAAB2310",0
"SEBI1515","GAAB2309",0.052
"SEBI1515","GAAB2308",0
"SEBI1515","GAAB2307",0.241
"SEBI1515","GAAB2306",0
"SEBI1515","GAAB2305",0.052
"SEBI1515","GAAB2304",0.052
"SEBI1515","GAAB2303",0.099
"SEBI1515","GAAB2302",0
"SEBI1515","GAAB2301",0.099
"SEBI1515","DILE6100",0
"SEBI1515","DILE6099",0.194
"SEBI1515","DILE6098",0.241
"SEBI1515","DILE6097",0.147
"SEBI1515","DILE6096",0
"SEBI1515","DILE6095",0.478
"SEBI1515","DILE6094",0.241
"SEBI1515","DILE6093",0
"SEBI1515","DILE6092",0.052
"SEBI1515","DILE6091",0.289
"SEBI1515","DILE6090",0
"SEBI1515","DILE6089",0
"SEBI1515","DILE6088",0
"SEBI1515","DILE6087",0.336
"SEBI1515","DILE6086",0.478
"SEBI1515","DILE6085",0
"SEBI1515","DILE6084",0.478
"SEBI1515","DILE6083",0.526
"SEBI1515","DILE6082",0.336
"SEBI1515","DILE6081",0.336
"SEBI1515","DILE6080",0
"SEBI1515","DILE6079",0
"SEBI1515","DILE6078",0.241
"SEBI1515","DILE6076",0.478
"SEBI1515","DILE6074",0.241
"SEBI1515","DILE6073",0
"SEBI1515","DILE6072",0.336
"SEBI1515","DILE6071",0.336
"SEBI1515","AMWO031587",0.289
"SEBI1515","AMWO031586",0.194
"SEBI1515","AMWO031585",0.336
"SEBI1515","AMWO031584",0
"SEBI1515","AMWO031583",0
"SEBI1515","AMWO031582",0
"SEBI1515","AMJI031344",0.099
"SEBI1515","AMJI031343",0.384
"SEBI1515","AMJI031342",0.194
"SEBI1515","AMJI031341",0.004
"SEBI1515","AMJI031340",0.194
"SEBI1515","AMJI031339",0.289
"SEBI1515","AMJI031338",0.052
"SEBI1515","AMJI031337",0.478
"SEBI1515","AMJI031336",0
"SEBI1515","AMJI031335",0.573
"SEBI1515","AMJI031334",0.194
"SEBI1515","AMHA4857",0.478
"SEBI1515","AMHA4856",0
"SEBI1515","AMHA4855",0
"SEBI1515","AMHA4854",0.336
"SEBI1515","AMHA4853",0
"SEBI1515","AMHA485",0.241
"SEBI1515","AMHA1708",0.194
"SEBI1515","AMHA1707",0.241
"SEBI1515","AMHA1706",0
"SEBI1515","AMHA1705",0
"SEBI1515","AMHA1704",0
"SEBI1515","AMHA1703",0.052
"SEBI1515","AMHA1702",0.241
"SEBI1515","AMHA1701",0
"SEBI1515","AMAN031020",0.099
"SEBI1515","AMAN031019",0.052
"SEBI1515","AMAN031018",0
"SEBI1515","AMAN031017",0.004
"SEBI1515","AMAN031016",0.289
"SEBI1515","AMAN031015",0.289
"SEBI1515","AMAN031014",0.289
"SEBI1515","AMAN031013",0.289
"SEBI1515","AMAN031012",0.241
"SEBI1515","AMAN031011",0.289
"SEBI1515","AMAN031010",0.289
"SEBI1515","AMAN031009",0.289
"SEBI1515","AMAN031008",0.289
"SEBI1515","AMAN031007",0.289
"SEBI1515","AMAN031006",0
"SEBI1515","AMAN031005",0.289
"SEBI1515","AMAN031004",0.289
"SEBI1515","AMAN031003",0.004
"SEBI1515","AMAN031002",0.052
"SEBI1515","AMAN031001",0.004
"SEBI1515","AMAN031000",0.289
"SEBI1515","AMAN030999",0.289
"SEBI1515","AMAN030998",0.052
"SEBI1515","AMAN030997",0.289
"SEBI1515","AMAN030996",0.289
"SEBI1515","AMAN030995",0.241
"SEBI1515","AMAN030994",0.289
"SEBI1515","AMAN030993",0.478
"SEBI1515","AMAN030992",0.478
"SEBI1515","AMAN030991",0.478
"SEBI1515","AMAN030990",0.478
"SEBI1515","AMAN030989",0.478
"SEBI1515","AMAN030988",0.478
"SEBI1515","AMAN030987",0.478
"SEBI1515","AMAN030986",0.478
"SEBI1515","AMAN030985",0.431
"SEBI1515","AMAN030984",0.478
"SEBI1515","AMAN030983",0.052
"SEBI1515","AMAN030982",0
"SEBI1515","AMAN030981",0
"SEBI1515","AMAN030980",0
"SEBI1515","AMAN030979",0
"SEBI1515","AMAN030978",0.004
"SEBI1515","AMAN030977",0.336
"SEBI1515","AMAN030976",0
"SEBI1515","AMAN030975",0
"SEBI1515","AMAN030974",0
"SEBI1515","AMAN030973",0
"SEBI1515","AMAN030972",0
"SEBI1515","AMAN030971",0
"SEBI1515","AMAN030970",0
"SEBI1515","AMAN030969",0.194
"SEBI1515","AMAN030968",0.099
"SEBI1515","AMAN030967",0.194
"SEBI1515","AMAN030966",0
"SEBI1515","AMAN030965",0
"SEBI1515","AMAN030964",0.004
"SEBI1515","AMAN030963",0
"SEBI1515","AMAN030962",0
"SEBI1515","AMAN030961",0.336
"SEBI1515","AMAN030960",0
"SEBI1515","AMAN030959",0
"SEBI1515","AMAN030958",0.384
"SEBI1515","AMAN030957",0.384
"SEBI1515","AMAN030956",0.431
"SEBI1515","AMAN030955",0
"SEBI1515","AMAN030954",0
"SEBI1515","AMAN030953",0.147
"SEBI1515","AMAN030952",0.289
"SEBI1515","AMAN030951",0.289
"SEBI1515","AMAN030950",0.336
"SEBI1515","AMAN030949",0.289
"SEBI1515","AMAN030948",0.289
"SEBI1515","AMAN030947",0.621
"SEBI1515","AMAN030946",0.668
"SEBI1515","AMAN030945",0.004
"SEBI1515","AMAN030944",0.668
"SEBI1515","AMAN030943",0.336
"SEBI1515","AMAN030942",0
"SEBI1515","AMAN030941",0
"SEBI1515","AMAN030940",0
"SEBI1515","AMAN030939",0
"SEBI1515","AMAN030938",0.004
"SEBI1515","AMAN030937",0.384
"SEBI1515","AMAN030936",0.431
"SEBI1515","AMAN030935",0
"SEBI1515","AMAN030934",0
"SEBI1515","AMAN030933",0.289
"SEBI1515","AMAN030932",0.241
"SEBI1515","AMAN030931",0
"SEBI1515","AMAN030930",0
"SEBI1515","AMAN030929",0.052
"SEBI1515","AFWO3444",0.241
"SEBI1515","AFWO3443",0.384
"SEBI1515","AFWO3442",0.384
"SEBI1515","AFWO3441",0.384
"SEBI1515","AFWO3440",0.336
"SEBI1515","AFWO3439",0.384
"SEBI1515","AFWO3438",0.336
"SEBI1515","AFWO3437",0
"SEBI1515","AFWO3436",0.289
"SEBI1515","AFWO3435",0.431
"SEBI1515","AFWO3434",0.336
"SEBI1515","AFWO3433",0.384
"SEBI1515","AFWO3432",0.431
"SEBI1515","AFWO3431",0.194
"SEBI1515","AFWO3430",0.336
"SEBI1515","AFWO3429",0.289
"SEBI1515","AFWO3428",0.336
"SEBI1515","AFWO3427",0.289
"SEBI1515","AFWO3426",0.289
"SEBI1515","AFWO3425",0.384
"SEBI1515","AFWO3424",0.431
"SEBI1515","AFWO3423",0.194
"SEBI1515","AFWO3422",0.336
"SEBI1514","SEBI1513",0.336
"SEBI1514","SEBI1512",0.384
"SEBI1514","SEBI1511",0.147
"SEBI1514","SEBI1510",0.147
"SEBI1514","SEBI1509",0.573
"SEBI1514","SEBI1508",0.384
"SEBI1514","SEBI1507",0.289
"SEBI1514","SEBI1506",0.431
"SEBI1514","SEBI1505",0
"SEBI1514","SEBI1504",0.431
"SEBI1514","SEBI1503",0.147
"SEBI1514","SEBI1502",0.241
"SEBI1514","SEBI1501",0.147
"SEBI1514","GAAB2312",0.194
"SEBI1514","GAAB2311",0
"SEBI1514","GAAB2310",0
"SEBI1514","GAAB2309",0.573
"SEBI1514","GAAB2308",0.194
"SEBI1514","GAAB2307",0.478
"SEBI1514","GAAB2306",0.241
"SEBI1514","GAAB2305",0.384
"SEBI1514","GAAB2304",0.099
"SEBI1514","GAAB2303",0
"SEBI1514","GAAB2302",0.052
"SEBI1514","GAAB2301",0.147
"SEBI1514","DILE6100",0
"SEBI1514","DILE6099",0.336
"SEBI1514","DILE6098",0.478
"SEBI1514","DILE6097",0
"SEBI1514","DILE6096",0
"SEBI1514","DILE6095",0.336
"SEBI1514","DILE6094",0.384
"SEBI1514","DILE6093",0.526
"SEBI1514","DILE6092",0.573
"SEBI1514","DILE6091",0.621
"SEBI1514","DILE6090",0.289
"SEBI1514","DILE6089",0
"SEBI1514","DILE6088",0
"SEBI1514","DILE6087",0.573
"SEBI1514","DILE6086",0.052
"SEBI1514","DILE6085",0.384
"SEBI1514","DILE6084",0.431
"SEBI1514","DILE6083",0.384
"SEBI1514","DILE6082",0.478
"SEBI1514","DILE6081",0.478
"SEBI1514","DILE6080",0
"SEBI1514","DILE6079",0.052
"SEBI1514","DILE6078",0.478
"SEBI1514","DILE6076",0.431
"SEBI1514","DILE6074",0.668
"SEBI1514","DILE6073",0
"SEBI1514","DILE6072",0.573
"SEBI1514","DILE6071",0.573
"SEBI1514","AMWO031587",0.431
"SEBI1514","AMWO031586",0.526
"SEBI1514","AMWO031585",0.478
"SEBI1514","AMWO031584",0.099
"SEBI1514","AMWO031583",0.099
"SEBI1514","AMWO031582",0
"SEBI1514","AMJI031344",0.526
"SEBI1514","AMJI031343",0.336
"SEBI1514","AMJI031342",0.431
"SEBI1514","AMJI031341",0.336
"SEBI1514","AMJI031340",0.147
"SEBI1514","AMJI031339",0.241
"SEBI1514","AMJI031338",0.478
"SEBI1514","AMJI031337",0.526
"SEBI1514","AMJI031336",0.289
"SEBI1514","AMJI031335",0.147
"SEBI1514","AMJI031334",0.431
"SEBI1514","AMHA4857",0.147
"SEBI1514","AMHA4856",0
"SEBI1514","AMHA4855",0.241
"SEBI1514","AMHA4854",0.004
"SEBI1514","AMHA4853",0.289
"SEBI1514","AMHA485",0.099
"SEBI1514","AMHA1708",0.241
"SEBI1514","AMHA1707",0.478
"SEBI1514","AMHA1706",0.194
"SEBI1514","AMHA1705",0
"SEBI1514","AMHA1704",0
"SEBI1514","AMHA1703",0.384
"SEBI1514","AMHA1702",0.384
"SEBI1514","AMHA1701",0
"SEBI1514","AMAN031020",0.336
"SEBI1514","AMAN031019",0.289
"SEBI1514","AMAN031018",0.289
"SEBI1514","AMAN031017",0.336
"SEBI1514","AMAN031016",0.431
"SEBI1514","AMAN031015",0.431
"SEBI1514","AMAN031014",0.431
"SEBI1514","AMAN031013",0.431
"SEBI1514","AMAN031012",0.384
"SEBI1514","AMAN031011",0.431
"SEBI1514","AMAN031010",0.431
"SEBI1514","AMAN031009",0.431
"SEBI1514","AMAN031008",0.431
"SEBI1514","AMAN031007",0.431
"SEBI1514","AMAN031006",0
"SEBI1514","AMAN031005",0.431
"SEBI1514","AMAN031004",0.431
"SEBI1514","AMAN031003",0.431
"SEBI1514","AMAN031002",0.478
"SEBI1514","AMAN031001",0.431
"SEBI1514","AMAN031000",0.336
"SEBI1514","AMAN030999",0.336
"SEBI1514","AMAN030998",0.194
"SEBI1514","AMAN030997",0.336
"SEBI1514","AMAN030996",0.336
"SEBI1514","AMAN030995",0.289
"SEBI1514","AMAN030994",0.336
"SEBI1514","AMAN030993",0.336
"SEBI1514","AMAN030992",0.336
"SEBI1514","AMAN030991",0.336
"SEBI1514","AMAN030990",0.336
"SEBI1514","AMAN030989",0.336
"SEBI1514","AMAN030988",0.336
"SEBI1514","AMAN030987",0.336
"SEBI1514","AMAN030986",0.336
"SEBI1514","AMAN030985",0.289
"SEBI1514","AMAN030984",0.336
"SEBI1514","AMAN030983",0.194
"SEBI1514","AMAN030982",0
"SEBI1514","AMAN030981",0
"SEBI1514","AMAN030980",0.194
"SEBI1514","AMAN030979",0.004
"SEBI1514","AMAN030978",0.147
"SEBI1514","AMAN030977",0.384
"SEBI1514","AMAN030976",0.336
"SEBI1514","AMAN030975",0.147
"SEBI1514","AMAN030974",0
"SEBI1514","AMAN030973",0.147
"SEBI1514","AMAN030972",0
"SEBI1514","AMAN030971",0.336
"SEBI1514","AMAN030970",0
"SEBI1514","AMAN030969",0.336
"SEBI1514","AMAN030968",0.052
"SEBI1514","AMAN030967",0.147
"SEBI1514","AMAN030966",0.526
"SEBI1514","AMAN030965",0
"SEBI1514","AMAN030964",0
"SEBI1514","AMAN030963",0
"SEBI1514","AMAN030962",0
"SEBI1514","AMAN030961",0.004
"SEBI1514","AMAN030960",0
"SEBI1514","AMAN030959",0
"SEBI1514","AMAN030958",0
"SEBI1514","AMAN030957",0
"SEBI1514","AMAN030956",0
"SEBI1514","AMAN030955",0
"SEBI1514","AMAN030954",0
"SEBI1514","AMAN030953",0.384
"SEBI1514","AMAN030952",0.336
"SEBI1514","AMAN030951",0.336
"SEBI1514","AMAN030950",0.384
"SEBI1514","AMAN030949",0.336
"SEBI1514","AMAN030948",0.336
"SEBI1514","AMAN030947",0.194
"SEBI1514","AMAN030946",0.241
"SEBI1514","AMAN030945",0.241
"SEBI1514","AMAN030944",0.241
"SEBI1514","AMAN030943",0.289
"SEBI1514","AMAN030942",0
"SEBI1514","AMAN030941",0
"SEBI1514","AMAN030940",0.147
"SEBI1514","AMAN030939",0.384
"SEBI1514","AMAN030938",0.052
"SEBI1514","AMAN030937",0.336
"SEBI1514","AMAN030936",0.289
"SEBI1514","AMAN030935",0
"SEBI1514","AMAN030934",0.431
"SEBI1514","AMAN030933",0.431
"SEBI1514","AMAN030932",0.194
"SEBI1514","AMAN030931",0.289
"SEBI1514","AMAN030930",0
"SEBI1514","AMAN030929",0.573
"SEBI1514","AFWO3444",0.289
"SEBI1514","AFWO3443",0.431
"SEBI1514","AFWO3442",0.431
"SEBI1514","AFWO3441",0.431
"SEBI1514","AFWO3440",0.384
"SEBI1514","AFWO3439",0.431
"SEBI1514","AFWO3438",0.289
"SEBI1514","AFWO3437",0
"SEBI1514","AFWO3436",0.431
"SEBI1514","AFWO3435",0.289
"SEBI1514","AFWO3434",0.384
"SEBI1514","AFWO3433",0.431
"SEBI1514","AFWO3432",0.004
"SEBI1514","AFWO3431",0.526
"SEBI1514","AFWO3430",0.478
"SEBI1514","AFWO3429",0.431
"SEBI1514","AFWO3428",0.384
"SEBI1514","AFWO3427",0.431
"SEBI1514","AFWO3426",0.431
"SEBI1514","AFWO3425",0
"SEBI1514","AFWO3424",0.004
"SEBI1514","AFWO3423",0.526
"SEBI1514","AFWO3422",0.099
"SEBI1513","SEBI1512",0.384
"SEBI1513","SEBI1511",0.241
"SEBI1513","SEBI1510",0.431
"SEBI1513","SEBI1509",0.194
"SEBI1513","SEBI1508",0.289
"SEBI1513","SEBI1507",0.573
"SEBI1513","SEBI1506",0.431
"SEBI1513","SEBI1505",0
"SEBI1513","SEBI1504",0.336
"SEBI1513","SEBI1503",0.526
"SEBI1513","SEBI1502",0.621
"SEBI1513","SEBI1501",0.431
"SEBI1513","GAAB2312",0.194
"SEBI1513","GAAB2311",0.336
"SEBI1513","GAAB2310",0
"SEBI1513","GAAB2309",0.289
"SEBI1513","GAAB2308",0.099
"SEBI1513","GAAB2307",0.573
"SEBI1513","GAAB2306",0
"SEBI1513","GAAB2305",0.289
"SEBI1513","GAAB2304",0.099
"SEBI1513","GAAB2303",0.147
"SEBI1513","GAAB2302",0
"SEBI1513","GAAB2301",0.241
"SEBI1513","DILE6100",0
"SEBI1513","DILE6099",0.147
"SEBI1513","DILE6098",0.194
"SEBI1513","DILE6097",0.099
"SEBI1513","DILE6096",0
"SEBI1513","DILE6095",0.431
"SEBI1513","DILE6094",0.478
"SEBI1513","DILE6093",0.147
"SEBI1513","DILE6092",0.004
"SEBI1513","DILE6091",0.241
"SEBI1513","DILE6090",0.099
"SEBI1513","DILE6089",0
"SEBI1513","DILE6088",0
"SEBI1513","DILE6087",0.289
"SEBI1513","DILE6086",0.431
"SEBI1513","DILE6085",0.099
"SEBI1513","DILE6084",0.431
"SEBI1513","DILE6083",0.384
"SEBI1513","DILE6082",0.573
"SEBI1513","DILE6081",0.573
"SEBI1513","DILE6080",0
"SEBI1513","DILE6079",0
"SEBI1513","DILE6078",0.478
"SEBI1513","DILE6076",0.431
"SEBI1513","DILE6074",0.384
"SEBI1513","DILE6073",0
"SEBI1513","DILE6072",0.194
"SEBI1513","DILE6071",0.194
"SEBI1513","AMWO031587",0.431
"SEBI1513","AMWO031586",0.336
"SEBI1513","AMWO031585",0.478
"SEBI1513","AMWO031584",0
"SEBI1513","AMWO031583",0.194
"SEBI1513","AMWO031582",0
"SEBI1513","AMJI031344",0.336
"SEBI1513","AMJI031343",0.526
